latitude,longitude,carat,cut,color,clarity,depth,table,price,x_length,y_width,z_depth,cut_encoded,color_encoded,clarity_encoded
40.7608333,-111.8902778,0.35,Ideal,D,SI1,,57.0,644,4.5,4.52,2.81,2,0,2
30.275,-98.8716667,1.35,Ideal,G,IF,,57.0,14616,,7.11,4.41,2,3,1
40.9994444,-75.1816667,1.58,Ideal,G,VS1,,57.0,14624,7.48,7.54,4.6,2,3,4
33.8722222,-117.8694444,2.06,Premium,I,SI2,,58.0,14803,8.22,8.11,5.05,3,5,3
48.1191667,-96.1808333,1.41,Good,E,VVS2,,61.0,14853,7.21,7.37,4.37,1,1,7
32.7152778,-117.1563889,1.7,Fair,G,VS2,,58.0,14860,7.51,7.43,4.82,0,3,5
40.26,-74.2741667,1.72,Premium,F,SI1,,58.0,14892,7.68,7.65,4.75,3,2,2
27.9472222,-82.4586111,2.06,Good,I,SI1,,64.0,14920,8.39,8.13,4.89,1,5,2
32.2216667,-110.9258333,2.04,Premium,H,SI2,,58.0,14945,8.23,8.14,4.98,3,4,3
39.3722222,-104.8555556,2.02,Premium,G,SI2,,59.0,15014,,,5.03,3,3,3
39.4352778,-84.2030556,1.54,Ideal,G,VVS2,,57.0,15059,7.3,7.36,4.58,2,3,7
51.833333,6.6,1.8,Ideal,H,VS1,,56.0,15105,,,4.84,2,4,4
52.966667,-1.166667,2.53,Premium,H,SI2,,57.0,15148,8.82,8.76,5.37,3,4,3
44.9430556,-123.0338889,1.51,Ideal,G,VVS2,,56.0,15164,7.42,7.45,4.5,2,3,7
30.2238889,-92.0197222,2.19,Premium,I,SI2,,60.0,15169,,,5.08,3,5,3
35.8944444,-79.9911111,1.2,Ideal,E,VVS1,,61.0,15185,6.83,6.91,4.13,2,1,6
21.298056,-157.824444,2.01,Very Good,F,SI2,,56.0,15188,,,5.02,4,2,3
18.237248,-65.648029,1.51,Very Good,F,VS1,,59.0,15440,7.29,7.33,4.51,4,2,4
40.0488889,-74.5627778,1.64,Ideal,F,VS2,,53.0,15458,7.62,7.63,4.71,2,2,5
32.7677778,-117.0222222,1.51,Premium,D,VS2,,58.0,15531,7.33,7.29,4.51,3,0,5
34.0522222,-118.2427778,1.02,Ideal,D,IF,,57.0,15575,6.39,6.35,4.01,2,0,1
45.6388889,-122.6602778,2.0,Premium,I,VS2,,62.0,15651,8.21,8.13,4.86,3,5,5
37.9963889,-105.6991667,2.06,Premium,I,SI1,,60.0,15716,,8.16,4.99,3,5,2
42.9222222,-88.0994444,2.01,Good,I,VS2,,65.0,15729,8.19,8.14,4.89,1,5,5
35.1494444,-90.0488889,1.51,Ideal,D,VS2,,58.0,15821,7.32,7.34,4.55,2,0,5
-27.087321,153.415423,2.18,Ideal,I,SI2,,55.0,15850,,,5.2,2,5,3
31.5277778,-87.3247222,2.0,Very Good,F,SI1,,56.0,15851,8.0,7.93,5.04,4,2,2
37.932266,-87.895027,2.01,Good,H,SI2,,51.0,15888,,,5.15,1,4,3
43.5555556,-73.4041667,2.01,Premium,H,VS2,,61.0,15908,8.14,8.09,4.96,3,4,5
33.969766,-112.730188,2.06,Premium,G,SI2,,61.0,15949,8.26,8.22,4.93,3,3,3
36.9102778,-121.7558333,2.02,Ideal,H,SI2,,57.0,15974,,8.06,5.06,2,4,3
49.25,-122.5,2.02,Premium,H,VS2,,60.0,15987,8.16,8.11,4.99,3,4,5
32.7847222,-85.3058333,2.01,Good,I,VS2,,57.0,16003,7.87,7.95,5.03,1,5,5
41.5580556,-73.0519444,2.23,Premium,J,VS1,,58.0,16025,8.41,8.34,5.17,3,6,4
35.114615,-75.98101,2.07,Ideal,I,SI2,,55.0,16189,8.12,8.22,5.07,2,5,3
44.5327778,-67.5988889,2.42,Premium,J,SI2,,59.0,16198,8.85,8.82,5.17,3,6,3
30.2669444,-97.7427778,2.0,Good,E,SI2,,63.0,16206,8.2,8.16,4.73,1,1,3
41.805,-80.9483333,2.66,Good,H,SI2,,57.0,16239,8.71,8.65,5.54,1,4,3
43.970526,-89.816793,2.02,Ideal,F,SI2,,57.0,16256,8.07,8.03,5.01,2,2,3
41.5033333,-74.0108333,2.05,Good,G,SI2,,61.0,16295,8.03,7.99,5.1,1,3,3
44.9738889,-74.6636111,1.51,Ideal,F,VS1,,56.0,16370,7.34,7.38,4.57,2,2,4
44.189418,-79.70074,2.07,Very Good,I,VS2,,58.0,16378,8.24,8.29,5.01,4,5,5
33.170278,-111.572222,1.51,Very Good,F,VS1,,60.0,16402,7.39,7.42,4.44,4,2,4
44.314844,-85.602364,2.04,Very Good,I,SI1,,60.0,16420,,,5.03,4,5,2
36.175,-115.1363889,2.18,Ideal,J,VS2,,57.0,16427,,,5.08,2,6,5
41.5733333,-87.7844444,2.03,Very Good,H,SI2,,61.0,16442,8.52,8.42,4.81,4,4,3
43.2127778,-75.4561111,0.32,Ideal,F,VS2,,56.0,645,,,2.73,2,2,5
44.0583333,-121.3141667,2.06,Good,H,SI2,,57.0,16512,8.12,8.03,5.14,1,4,3
44.314844,-85.602364,3.01,Ideal,J,I1,,60.0,16538,,,5.86,2,6,0
42.6191667,-113.6763889,1.51,Ideal,D,VS1,,53.4,16688,7.28,7.3,4.6,2,0,4
38.0291667,-78.4769444,2.22,Ideal,J,VS1,,59.0,16689,,,5.16,2,6,4
38.7891667,-90.3225,2.03,Very Good,I,SI1,,59.0,16693,8.03,8.09,5.01,4,5,2
38.7838889,-90.4811111,2.14,Premium,H,SI2,,60.0,16723,,8.19,5.1,3,4,3
45.3194444,-93.2022222,1.75,Ideal,G,VS2,,56.0,16783,7.72,7.65,4.81,2,3,5
36.6083333,-83.7166667,2.02,Good,I,VS2,,62.0,16789,8.25,8.3,4.79,1,5,5
33.3486111,-80.6830556,2.01,Premium,G,SI2,,62.0,17014,,,4.85,3,3,3
45.8152778,-122.7413889,2.0,Premium,F,SI1,,61.0,17172,8.29,8.23,4.86,3,2,2
30.6325,-97.6769444,0.32,Premium,F,VS2,,58.0,645,,4.45,2.69,3,2,5
41.1669444,-73.2052778,0.32,Ideal,H,VVS2,,56.0,645,4.4,4.43,2.7,2,4,7
38.907231,-77.036464,2.05,Premium,E,SI2,,59.0,17237,,,4.97,3,1,3
39.6133333,-105.0161111,2.02,Ideal,G,SI2,,57.0,17265,8.15,8.1,5.01,2,3,3
33.6694444,-117.8222222,2.04,Ideal,J,IF,,58.0,17327,8.11,8.14,5.0,2,6,1
29.3011111,-94.7975,2.01,Premium,G,SI1,,58.0,17334,7.98,8.08,5.02,3,3,2
42.4405556,-76.4969444,2.02,Ideal,H,SI1,,56.0,17392,,,5.02,2,4,2
43.797762,-88.003208,2.48,Very Good,I,SI2,,62.0,17448,8.58,8.62,5.42,4,5,3
35.2269444,-80.8433333,1.7,Premium,G,VS1,,57.0,17492,,,4.7,3,3,4
41.1305556,-85.1288889,2.14,Very Good,F,SI2,,61.0,17582,,,4.93,4,2,3
45.948514,-60.601152,2.1,Premium,J,VVS1,,58.0,17606,8.29,8.24,5.07,3,6,6
43.6480556,-93.3680556,2.29,Premium,H,SI2,,58.0,17666,8.43,8.37,5.25,3,4,3
42.135,-87.7580556,1.51,Very Good,E,VVS2,,61.0,17689,,7.4,4.44,4,1,7
55.15,-107.616667,2.02,Premium,G,SI1,,60.0,17692,8.02,7.96,5.02,3,3,2
33.6516667,-97.3761111,2.31,Very Good,I,SI1,,55.0,17715,,,5.26,4,5,2
31.4636111,-100.4366667,2.01,Ideal,F,SI2,,60.0,17798,,8.1,4.95,2,2,3
37.9747222,-87.5558333,2.01,Premium,I,VS2,,58.0,17826,8.22,8.16,4.94,3,5,5
37.3022222,-120.4819444,2.18,Premium,G,SI2,,60.0,17841,8.24,8.29,5.12,3,3,3
33.4483333,-112.0733333,1.58,Ideal,E,VS1,,56.0,17894,7.41,7.44,4.65,2,1,4
40.384582,17.35466,2.2,Premium,I,VS2,,60.0,17905,8.63,8.52,5.05,3,5,5
53.8,-1.583333,0.41,Ideal,J,VS1,,57.0,647,4.81,4.85,2.91,2,6,4
48.9161111,-117.7805556,1.54,Ideal,F,VS1,,56.0,17949,,7.49,4.54,2,2,4
41.7827778,-87.8780556,2.05,Ideal,F,SI2,,56.0,17957,8.12,8.19,5.06,2,2,3
40.89533,-83.888829,2.1,Ideal,F,SI2,,60.0,18124,8.22,8.2,5.01,2,2,3
34.0522222,-118.2427778,2.03,Premium,H,VS2,,56.0,18139,8.2,8.12,5.07,3,4,5
36.175,-115.1363889,2.23,Premium,I,VS2,,58.0,18149,8.43,8.36,5.14,3,5,5
6.839722,79.875833,2.01,Very Good,H,SI1,,58.0,18149,8.29,8.36,4.92,4,4,2
41.3825,-89.2188889,2.04,Ideal,G,SI1,,58.0,18153,,8.16,5.04,2,3,2
41.1013889,-81.4419444,2.2,Ideal,G,SI2,,57.0,18168,8.31,8.27,5.14,2,3,3
40.9780556,-81.7822222,1.7,Ideal,G,VVS1,,56.0,18279,7.62,7.67,4.66,2,3,6
38.485,-78.6252778,2.3,Ideal,H,SI2,,56.0,18304,8.48,8.52,5.24,2,4,3
50.998115,-118.195672,2.29,Premium,J,IF,,60.0,18426,8.45,8.49,5.2,3,6,1
26.9616667,-82.3527778,2.44,Very Good,J,VS2,,60.0,18430,8.89,8.93,5.18,4,6,5
40.707324,-73.675963,1.7,Premium,F,VS1,,58.0,18598,7.71,7.68,4.66,3,2,4
51.514125,-0.093689,0.36,Premium,I,VS2,,58.0,648,4.57,4.52,2.8,3,5,5
32.8472222,-117.2733333,2.08,Ideal,H,SI1,,60.0,18760,8.36,8.4,4.92,2,4,2
36.0397222,-114.9811111,1.6,Ideal,F,VS1,,56.0,18780,7.47,7.52,4.65,2,2,4
41.6827778,-88.3513889,1.71,Premium,F,VS2,,59.0,18791,7.57,7.53,4.7,3,2,5
48.0905556,-105.64,0.32,Ideal,I,VS1,,54.0,648,4.39,4.36,2.73,2,5,4
53.52282,-1.128462,0.32,Premium,H,VS2,,60.0,648,4.41,4.39,2.67,3,4,5
36.8655556,-87.4886111,0.37,Very Good,E,SI1,,59.0,649,4.68,4.7,2.81,4,1,2
44.3,-78.333333,0.28,Ideal,G,IF,,55.0,650,4.17,4.2,2.61,2,3,1
40.7608333,-111.8902778,0.34,Premium,G,SI1,,56.0,650,,,2.76,3,3,2
43.0513889,-83.3188889,0.39,Very Good,E,SI2,,61.0,650,,,2.92,4,1,3
32.4366667,-111.2247222,0.31,Premium,E,SI1,,58.0,651,4.38,4.34,2.67,3,1,2
36.0544444,-112.1386111,0.3,Ideal,F,VS1,,55.1,652,,,2.68,2,2,4
43.0125,-83.6875,0.31,Ideal,I,IF,,54.0,652,4.36,4.39,2.72,2,5,1
30.2538889,-85.9569444,0.3,Very Good,F,VS1,,56.0,654,4.31,4.34,2.66,4,2,4
33.7591667,-118.0058333,0.42,Ideal,I,SI1,,54.0,654,4.82,4.84,3.01,2,5,2
34.5036111,-93.055,0.42,Very Good,D,SI2,,55.0,656,4.78,4.82,3.02,4,0,3
39.05,-77.4011111,0.26,Very Good,F,VVS1,,56.0,657,4.12,4.16,2.51,4,2,6
36.9336111,-106.9983333,0.27,Ideal,I,VS1,,54.0,432,,4.18,2.58,2,5,4
42.3313889,-83.0458333,0.3,Very Good,E,VS2,,56.0,658,,,2.68,4,1,5
36.9877778,-119.7108333,0.3,Ideal,E,VS2,,56.0,658,4.27,4.3,2.64,2,1,5
36.1333333,-96.3541667,0.3,Premium,E,VS2,,58.0,658,4.31,4.33,2.66,3,1,5
39.0875,-81.9227778,0.41,Good,F,SI1,,56.0,659,,,3.03,1,2,2
43.2122222,-77.4302778,0.31,Good,F,VVS2,,55.0,660,,,2.74,1,2,7
41.9902778,-70.9755556,0.31,Ideal,G,VVS2,,58.0,661,4.38,4.42,2.64,2,3,7
44.5519444,-69.6322222,0.31,Ideal,F,SI1,,56.0,663,4.35,4.32,2.7,2,2,2
35.1980556,-111.6505556,0.36,Ideal,D,SI1,,57.0,663,4.54,4.59,2.86,2,0,2
38.6580556,-77.25,0.42,Ideal,F,SI2,,56.0,663,4.8,4.83,2.99,2,2,3
39.2902778,-76.6125,0.3,Ideal,H,VVS1,,58.0,665,4.33,4.35,2.65,2,4,6
42.316667,-82.9,0.3,Ideal,H,VVS1,,57.0,665,,,2.66,2,4,6
46.4,-63.783333,0.36,Good,H,SI1,,57.0,665,4.53,4.49,2.87,1,4,2
42.2708333,-83.7263889,0.37,Premium,H,SI1,,58.0,666,4.59,4.55,2.88,3,4,2
25.7738889,-80.1938889,0.4,Ideal,H,SI1,,56.0,666,,4.74,2.92,2,4,2
39.8744444,-76.8661111,0.4,Very Good,E,SI2,,58.0,666,,4.74,2.97,4,1,3
39.9522222,-75.1641667,0.4,Very Good,D,SI2,,56.0,666,4.7,4.73,2.96,4,0,3
54.250359,-1.470855,0.38,Ideal,G,SI1,,56.0,666,4.63,4.67,2.85,2,3,2
34.54,-112.4677778,0.33,Ideal,F,VS2,,55.0,666,,,2.77,2,2,5
33.6863889,-117.66,0.33,Ideal,F,VS2,,55.0,666,,4.47,2.77,2,2,5
45.5236111,-122.675,0.32,Good,I,SI1,,56.0,432,4.36,4.39,2.76,1,5,2
25.580832,-80.346859,0.24,Very Good,H,VVS2,,58.0,432,4.04,4.07,2.46,4,4,7
51.25,0.75,0.33,Ideal,G,VS1,,55.0,666,,,2.72,2,3,4
32.8794444,-111.7566667,0.4,Very Good,D,SI1,,58.0,667,,4.67,2.95,4,0,2
41.2222222,-73.0569444,0.4,Ideal,I,VS2,,55.0,667,4.73,4.75,2.95,2,5,5
52.6,-2.0,0.33,Premium,H,VS2,,59.0,668,4.42,4.39,2.72,3,4,5
51.516667,-1.783333,0.3,Ideal,D,VS2,,57.0,670,4.29,4.34,2.64,2,0,5
39.994893,-120.776062,0.37,Ideal,G,VS2,,56.0,671,4.63,4.65,2.85,2,3,5
29.6513889,-82.325,0.32,Ideal,H,VS1,,55.0,672,,,2.73,2,4,4
38.9580556,-76.2105556,0.32,Ideal,G,VS2,,56.0,672,4.4,4.36,2.72,2,3,5
47.9791667,-122.2008333,0.32,Ideal,G,VS2,,55.0,673,4.36,4.39,2.71,2,3,5
30.275,-89.7811111,0.3,Ideal,H,VS1,,57.0,675,4.29,4.26,2.69,2,4,4
38.7741667,-76.0766667,0.3,Ideal,G,VS2,,55.0,675,,,2.71,2,3,5
38.580711,-116.041389,0.33,Good,I,SI1,,53.0,434,,,2.81,1,5,2
33.7455556,-117.8669444,0.32,Ideal,F,VS1,,55.0,676,4.43,4.46,2.72,2,2,4
27.8002778,-97.3961111,0.42,Ideal,J,VS2,,57.0,680,4.79,4.86,2.96,2,6,5
37.0561111,-85.0886111,0.31,Premium,E,VS2,,59.0,680,,,2.67,3,1,5
33.3527778,-111.7883333,0.31,Ideal,F,VS1,,56.0,680,,4.42,2.67,2,2,4
42.5530556,-87.9333333,0.31,Premium,F,VS1,,60.0,680,,,2.7,3,2,4
33.8491667,-118.3875,0.33,Very Good,G,VS1,,57.0,681,,4.51,2.74,4,3,4
42.5327778,-90.4344444,0.27,Very Good,F,VVS2,,57.0,682,4.14,4.18,2.54,4,2,7
38.2972222,-122.2844444,0.27,Very Good,E,VVS1,,56.0,682,4.16,4.19,2.6,4,1,6
45.5236111,-122.675,0.41,Premium,D,SI2,,60.0,683,4.71,4.77,2.96,3,0,3
40.9311111,-73.8991667,0.3,Good,G,VVS2,,57.0,684,4.24,4.27,2.69,1,3,7
41.1238889,-100.765,0.39,Very Good,G,SI1,,58.0,684,4.67,4.72,2.93,4,3,2
40.2736111,-76.8847222,0.39,Very Good,G,SI1,,57.0,684,4.77,4.7,2.92,4,3,2
59.26757,10.407561,0.31,Premium,I,VS2,,58.0,435,4.36,4.38,2.67,3,5,5
53.381129,-1.470085,0.25,Premium,E,VS1,,59.0,435,,4.13,2.5,3,1,4
41.6619444,-86.1586111,0.34,Very Good,H,VVS2,,59.0,686,,4.47,2.79,4,4,7
28.0194444,-82.7719444,0.31,Ideal,G,VVS2,,56.0,687,4.38,4.4,2.7,2,3,7
29.3836111,-94.9025,0.4,Very Good,F,SI1,,57.0,687,4.65,4.69,2.9,4,2,2
36.3047222,-86.62,0.4,Good,E,SI1,,58.0,687,4.66,4.7,2.96,1,1,2
43.2208333,-77.2833333,0.4,Good,E,SI1,,56.0,687,4.65,4.69,2.95,1,1,2
45.5,-73.583333,0.4,Very Good,E,SI1,,62.0,687,,4.76,2.88,4,1,2
34.092809,-118.328661,0.4,Very Good,E,SI1,,60.0,687,,4.72,2.9,4,1,2
34.0552778,-117.7513889,0.34,Ideal,E,VS1,,57.0,687,4.44,4.49,2.77,2,1,4
34.3919444,-99.0180556,0.4,Ideal,E,SI2,,53.0,689,,,2.95,2,1,3
39.614157,-84.069596,0.4,Very Good,D,SI1,,59.0,690,,4.7,2.96,4,0,2
32.77,-108.2797222,0.4,Ideal,F,SI1,,54.0,694,4.76,4.79,2.96,2,2,2
42.583595,-82.829342,0.44,Good,J,VS1,,57.0,694,,4.87,3.06,1,6,4
48.50389,-122.23611,0.31,Ideal,F,VVS2,,56.0,695,4.38,4.39,2.69,2,2,7
28.4055556,-80.605,0.38,Ideal,H,SI1,,56.0,697,4.7,4.74,2.89,2,4,2
45.6388889,-122.6602778,0.31,Premium,G,VS2,,56.0,698,4.37,4.35,2.66,3,3,5
45.6572222,-68.7102778,0.31,Premium,H,VS1,,61.0,698,4.36,4.33,2.67,3,4,4
33.8358333,-118.3397222,0.31,Premium,H,VS1,,58.0,698,4.31,4.29,2.7,3,4,4
54.133333,-115.683333,0.31,Good,H,VS1,,59.0,698,,,2.73,1,4,4
33.3316667,-105.6725,0.31,Good,G,VS2,,56.0,698,4.29,4.26,2.72,1,3,5
37.7741667,-87.1133333,0.38,Ideal,I,VS1,,55.0,700,4.68,4.73,2.9,2,5,4
31.1169444,-97.7275,0.34,Ideal,E,VS2,,56.0,702,,,2.76,2,1,5
9.512017,100.013593,0.38,Very Good,H,SI2,,57.0,702,4.63,4.58,2.92,4,4,3
38.2494444,-122.0388889,0.4,Premium,I,SI2,,58.0,702,,,2.9,3,5,3
35.4305556,-82.5013889,0.32,Ideal,E,VS2,,56.0,702,,,2.73,2,1,5
33.7669444,-118.1883333,0.4,Very Good,G,SI1,,61.0,702,4.7,4.76,2.89,4,3,2
33.5777778,-101.8547222,0.32,Ideal,E,VS2,,55.0,702,,4.42,2.74,2,1,5
42.9275,-83.63,0.41,Very Good,E,SI1,,61.0,705,,,2.93,4,1,2
42.9763889,-88.1083333,0.35,Ideal,F,VS2,,54.0,706,4.54,4.58,2.8,2,2,5
39.5975,-74.2130556,0.35,Ideal,F,VS2,,56.0,706,4.54,4.57,2.83,2,2,5
43.9186111,-69.8016667,0.32,Ideal,J,VS1,,54.7,442,4.39,4.42,2.73,2,6,4
52.466667,-1.916667,0.35,Ideal,F,VS2,,57.0,706,,,2.82,2,2,5
43.6613889,-70.2558333,0.31,Premium,G,VVS2,,59.0,707,4.32,4.36,2.7,3,3,7
34.1480556,-117.9980556,0.4,Ideal,E,SI1,,57.0,707,4.7,4.74,2.95,2,1,2
38.8422222,-106.1305556,0.31,Good,H,VVS1,,56.0,707,4.3,4.32,2.73,1,4,6
33.7811111,-113.6138889,0.4,Very Good,D,SI1,,56.0,708,4.82,4.85,2.9,4,0,2
33.4222222,-111.8219444,0.3,Ideal,I,VVS1,,56.0,709,4.33,4.3,2.68,2,5,6
41.6611111,-91.53,0.3,Premium,I,VVS1,,60.0,709,4.27,4.24,2.66,3,5,6
29.5847222,-81.2080556,0.3,Ideal,D,SI1,,57.0,709,,4.26,2.67,2,0,2
38.6366667,-90.0255556,0.3,Very Good,D,SI1,,56.0,709,4.27,4.24,2.69,4,0,2
50.72628,-1.232089,0.31,Ideal,E,VVS2,,58.0,710,4.3,4.34,2.67,2,1,7
32.4427778,-93.9727778,0.24,Premium,E,VVS1,,58.0,710,,4.01,2.44,3,1,6
38.0491667,-87.2741667,0.3,Premium,D,VS2,,59.0,710,4.33,4.35,2.62,3,0,5
42.0883333,-87.9805556,0.3,Ideal,D,VS2,,56.0,710,,,2.69,2,0,5
33.4483333,-112.0733333,0.41,Ideal,F,SI1,,56.0,711,4.75,4.79,2.95,2,2,2
-37.813938,144.963425,0.31,Ideal,D,VS1,,57.0,713,,,2.65,2,0,4
33.5805556,-112.2366667,0.34,Very Good,E,SI1,,55.0,714,4.46,4.44,2.82,4,1,2
47.4905556,-100.7105556,0.34,Very Good,E,SI1,,55.0,714,4.47,4.44,2.83,4,1,2
29.7630556,-95.3630556,0.31,Very Good,H,SI1,,55.0,446,4.36,4.44,2.7,4,4,2
39.7661111,-105.0766667,0.43,Ideal,I,VS2,,54.0,716,,,3.02,2,5,5
48.7597222,-122.4869444,0.43,Premium,D,SI2,,58.0,716,4.79,4.82,3.01,3,0,3
36.175,-115.1363889,0.43,Ideal,E,SI2,,56.0,716,4.84,4.85,3.01,2,1,3
33.6888889,-78.8869444,0.43,Premium,H,SI1,,58.0,716,4.93,4.96,2.92,3,4,2
32.7561111,-91.8722222,0.33,Ideal,I,IF,,56.0,719,4.43,4.47,2.74,2,5,1
43.1775,-85.2527778,0.3,Ideal,G,VVS1,,56.0,720,4.34,4.37,2.69,2,3,6
32.5005556,-94.7402778,0.32,Premium,G,VS2,,57.0,720,4.51,4.47,2.69,3,3,5
38.4088889,-121.3705556,0.32,Premium,E,SI1,,59.0,720,4.39,4.36,2.71,3,1,2
35.8066667,-121.0894444,0.32,Premium,E,SI1,,60.0,720,4.47,4.42,2.67,3,1,2
36.1777778,-94.2333333,0.4,Good,H,SI2,,59.0,720,4.69,4.64,2.97,1,4,3
32.7458333,-96.9975,0.32,Premium,H,VS1,,61.0,720,4.43,4.38,2.72,3,4,4
47.1855556,-122.2916667,0.32,Ideal,G,VS2,,55.0,720,4.42,4.41,2.73,2,3,5
46.083333,-73.166667,0.32,Premium,G,VS2,,60.0,720,4.42,4.4,2.71,3,3,5
35.925,-86.8688889,0.32,Premium,G,VS2,,60.0,720,4.36,4.33,2.72,3,3,5
46.9422222,-122.6047222,0.32,Very Good,F,VVS2,,56.0,721,4.37,4.39,2.76,4,2,7
36.175,-115.1363889,0.3,Ideal,E,VVS2,,55.0,721,,,2.68,2,1,7
37.775,-122.4183333,0.38,Ideal,G,VS2,,58.0,721,,,2.83,2,3,5
41.2319444,-76.9994444,0.31,Ideal,E,VS1,,55.0,722,4.39,4.41,2.71,2,1,4
36.0544444,-112.1386111,0.41,Ideal,H,SI1,,53.0,722,,,2.99,2,4,2
33.7877778,-117.8522222,0.42,Premium,E,SI1,,58.0,722,,4.85,3.0,3,1,2
46.6636111,-118.86,0.33,Very Good,E,VS2,,56.0,723,,4.45,2.78,4,1,5
42.7675,-78.7441667,0.33,Premium,E,VS2,,60.0,723,,,2.7,3,1,5
41.9166667,-88.1975,0.33,Ideal,E,VS2,,55.0,723,4.46,4.48,2.74,2,1,5
48.00611,0.199556,0.33,Ideal,E,VS2,,56.0,723,,,2.72,2,1,5
27.948528,-82.459109,0.33,Ideal,E,VS2,,57.0,723,,4.46,2.74,2,1,5
33.3527778,-111.7883333,0.33,Ideal,E,VS2,,56.0,723,4.4,4.45,2.75,2,1,5
37.2705556,-76.7077778,0.26,Good,D,VVS2,,56.0,724,4.09,4.06,2.59,1,0,7
30.2394444,-81.3858333,0.41,Very Good,E,SI1,,61.0,725,,4.77,2.9,4,1,2
33.93911,67.709953,0.34,Ideal,F,VS2,,55.0,726,,,2.8,2,2,5
42.2972222,-71.075,0.4,Ideal,D,SI1,,57.0,726,,4.79,2.92,2,0,2
41.5241667,-72.0763889,0.36,Very Good,G,VS1,,57.0,726,4.56,4.6,2.88,4,3,4
33.8313889,-118.2811111,0.36,Premium,G,VS1,,59.0,726,4.61,4.64,2.76,3,3,4
37.865101,-119.538329,0.36,Ideal,H,VS2,,55.0,729,4.58,4.57,2.84,2,4,5
40.0638889,-80.7211111,0.34,Very Good,F,VS2,,58.2,730,,,2.77,4,2,5
41.1369444,-77.4472222,0.32,Premium,H,VVS1,,58.0,730,4.37,4.42,2.7,3,4,6
40.7608333,-111.8902778,0.32,Ideal,G,VVS2,,55.0,730,,,2.73,2,3,7
32.7152778,-117.1563889,0.31,Premium,I,VVS1,,60.0,732,4.32,4.3,2.68,3,5,6
42.0147222,-89.3322222,0.31,Ideal,D,SI1,,57.0,732,,4.33,2.69,2,0,2
52.3,-1.533333,0.31,Ideal,D,SI1,,54.0,732,4.35,4.32,2.73,2,0,2
41.1305556,-85.1288889,0.31,Ideal,D,VS2,,56.0,734,4.29,4.32,2.69,2,0,5
45.9975,-121.5269444,0.31,Ideal,D,VS2,,56.0,734,4.32,4.36,2.68,2,0,5
43.2802778,-71.6005556,0.31,Ideal,D,VS2,,54.0,734,,4.37,2.7,2,0,5
-33.861481,151.205475,0.31,Ideal,D,VS2,,55.0,734,4.36,4.38,2.71,2,0,5
42.4133333,-89.0091667,0.3,Ideal,D,SI2,,56.0,447,4.37,4.4,2.64,2,0,3
36.8255556,-79.3983333,0.31,Ideal,D,VS2,,56.0,734,4.32,4.36,2.7,2,0,5
35.0844444,-106.6505556,0.41,Good,D,SI1,,57.0,738,4.73,4.77,3.0,1,0,2
40.7141667,-74.0063889,0.41,Very Good,D,SI1,,62.0,738,,4.85,2.86,4,0,2
52.683333,-1.816667,0.43,Good,F,SI1,,53.0,739,,,3.06,1,2,2
44.6402778,-93.1433333,0.33,Very Good,E,SI1,,55.0,743,4.4,4.37,2.78,4,1,2
39.792341,-86.27326,0.33,Premium,H,VS1,,59.0,743,,4.48,2.68,3,4,4
35.3136111,-83.1766667,0.35,Ideal,E,SI1,,55.0,744,4.55,4.57,2.81,2,1,2
37.6430556,-91.1891667,0.39,Ideal,G,VS2,,54.0,745,,4.77,2.89,2,3,5
36.0652778,-119.0158333,0.37,Ideal,G,SI1,,55.0,745,,4.64,2.86,2,3,2
41.9994444,-88.145,0.34,Premium,F,VS1,,58.0,745,4.51,4.53,2.73,3,2,4
32.7152778,-117.1563889,0.24,Ideal,H,VVS1,,56.0,449,,4.03,2.5,2,4,6
30.3580556,-90.0655556,0.32,Very Good,I,VS2,,56.0,449,,,2.77,4,5,5
47.6063889,-122.3308333,0.38,Premium,I,SI1,,58.0,746,4.72,4.67,2.84,3,5,2
39.6333333,-105.3166667,0.37,Good,F,VS2,,56.0,746,,,2.91,1,2,5
53.85,-2.166667,0.35,Premium,F,SI1,,58.0,748,4.53,4.49,2.81,3,2,2
33.5386111,-112.1852778,0.31,Very Good,G,VVS1,,55.0,749,,,2.69,4,3,6
37.0841667,-94.5130556,0.33,Ideal,F,VVS2,,55.0,750,,,2.77,2,2,7
32.7666667,-96.5988889,0.42,Very Good,G,SI1,,54.0,751,4.8,4.82,2.98,4,3,2
39.5297222,-119.8127778,0.33,Premium,G,VVS2,,59.0,752,4.39,4.42,2.72,3,3,7
35.6869444,-105.9372222,0.33,Ideal,G,VVS2,,56.0,752,4.42,4.46,2.74,2,3,7
36.3302778,-119.2911111,0.31,Very Good,H,VVS1,,59.0,755,4.45,4.5,2.62,4,4,6
25.7211111,-80.2686111,0.41,Very Good,E,SI1,,56.0,755,4.72,4.76,2.98,4,1,2
30.409416,-88.925266,0.38,Very Good,G,SI1,,54.0,755,4.64,4.67,2.9,4,3,2
34.0952778,-118.1261111,0.41,Premium,E,SI1,,58.0,755,4.75,4.77,2.97,3,1,2
37.7291667,-93.2991667,0.41,Premium,E,SI1,,60.0,755,4.78,4.82,2.89,3,1,2
41.6619444,-86.1586111,0.32,Good,E,VS1,,64.0,756,4.42,4.45,2.64,1,1,4
21.3155556,-158.0072222,0.32,Ideal,D,SI1,,55.0,756,4.39,4.36,2.74,2,0,2
